StandID;ForTyp;Structure_Class;Variant;Forest_Type;Structure_Class_Description
52900;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
52901;182;1=SI;CR;Rocky Mountain juniper;NA
52904;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52905;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52906;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52907;182;5=OS;CR;Rocky Mountain juniper;Old Forest Single Stratum (5)
52908;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52910;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52911;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
52912;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
52913;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52914;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52915;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52917;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52918;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52919;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52923;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
52925;270;1=SI;CR;Mountain hemlock;NA
52927;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52928;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52929;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
52930;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
52931;261;2=SE;CR;White fir;Stem Exclusion (2)
52932;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
52934;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52937;281;1=SI;CR;Lodgepole pine;NA
52938;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52939;270;2=SE;CR;Mountain hemlock;Stem Exclusion (2)
52940;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52941;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52943;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52944;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52945;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
52946;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
52947;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52949;270;2=SE;CR;Mountain hemlock;Stem Exclusion (2)
52950;270;2=SE;CR;Mountain hemlock;Stem Exclusion (2)
52951;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52952;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52953;281;1=SI;CR;Lodgepole pine;NA
52954;270;2=SE;CR;Mountain hemlock;Stem Exclusion (2)
52956;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52959;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
52960;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52961;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52962;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52963;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
52966;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52968;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52970;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
52973;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
52974;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52975;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52976;270;5=OS;CR;Mountain hemlock;Old Forest Single Stratum (5)
52977;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
52978;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
52980;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52981;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52982;261;2=SE;CR;White fir;Stem Exclusion (2)
52983;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52984;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52986;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
52988;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52992;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52993;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
52994;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
52997;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
52998;996;1=SI;CR;NA;NA
52999;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53000;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53001;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53003;261;2=SE;CR;White fir;Stem Exclusion (2)
53004;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53005;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53006;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53007;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53010;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
53011;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53012;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53013;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53014;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53015;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53016;281;1=SI;CR;Lodgepole pine;NA
53017;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53021;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53022;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53023;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53024;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53025;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53026;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53027;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53028;270;2=SE;CR;Mountain hemlock;Stem Exclusion (2)
53029;221;1=SI;CR;Ponderosa pine;NA
53030;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53033;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53034;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53035;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53036;261;2=SE;CR;White fir;Stem Exclusion (2)
53037;996;2=SE;CR;NA;Stem Exclusion (2)
53039;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53041;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53042;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53043;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53046;281;1=SI;CR;Lodgepole pine;NA
53048;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53049;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53051;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53052;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53053;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53054;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53055;270;2=SE;CR;Mountain hemlock;Stem Exclusion (2)
53057;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53058;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53059;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53060;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53061;281;1=SI;CR;Lodgepole pine;NA
53062;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53063;265;3=UR;CR;Engelmann spruce;Understory Reinitiation (3)
53064;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53065;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53067;996;2=SE;CR;NA;Stem Exclusion (2)
53068;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53069;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53071;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53072;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53073;182;1=SI;CR;Rocky Mountain juniper;NA
53074;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53090;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53092;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53094;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53100;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
53114;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53117;201;6=OM;CR;Douglas-fir;Old Forest Multistrata (6)
53118;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53119;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53128;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53151;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53152;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53162;362;2=SE;CR;Southwest white pine;Stem Exclusion (2)
53171;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53174;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53176;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53190;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53192;201;1=SI;CR;Douglas-fir;NA
53194;997;3=UR;CR;NA;Understory Reinitiation (3)
53200;201;6=OM;CR;Douglas-fir;Old Forest Multistrata (6)
53206;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53223;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53225;201;6=OM;CR;Douglas-fir;Old Forest Multistrata (6)
53243;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53256;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53258;996;5=OS;CR;NA;Old Forest Single Stratum (5)
53309;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53310;997;2=SE;CR;NA;Stem Exclusion (2)
53331;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53335;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53338;996;5=OS;CR;NA;Old Forest Single Stratum (5)
53350;270;1=SI;CR;Mountain hemlock;NA
53382;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53391;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53401;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53409;201;6=OM;CR;Douglas-fir;Old Forest Multistrata (6)
53424;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53447;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53448;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53454;996;3=UR;CR;NA;Understory Reinitiation (3)
53463;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53469;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53470;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53472;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53483;997;2=SE;CR;NA;Stem Exclusion (2)
53484;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53485;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53502;996;2=SE;CR;NA;Stem Exclusion (2)
53503;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53518;281;1=SI;CR;Lodgepole pine;NA
53538;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53557;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53558;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53559;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53560;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53561;267;5=OS;CR;Grand fir;Old Forest Single Stratum (5)
53562;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53564;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53565;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53566;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
53567;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53568;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53570;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53572;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53573;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
53574;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53575;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53576;201;1=SI;CR;Douglas-fir;NA
53577;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53578;182;1=SI;CR;Rocky Mountain juniper;NA
53580;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53581;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53582;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53583;281;1=SI;CR;Lodgepole pine;NA
53584;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53586;267;6=OM;CR;Grand fir;Old Forest Multistrata (6)
53587;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53588;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53589;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53591;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53592;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53593;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53594;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53595;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53597;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53600;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53601;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53602;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53604;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53606;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53607;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53608;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53609;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53610;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53611;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53612;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53614;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53615;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53617;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
53618;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53619;201;4=YM;CR;Douglas-fir;Young Forest Multistrata (4)
53620;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53621;999;1=SI;CR;NA;NA
53622;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53624;261;2=SE;CR;White fir;Stem Exclusion (2)
53625;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53627;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53629;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53631;281;1=SI;CR;Lodgepole pine;NA
53633;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53634;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53635;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53636;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53638;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53639;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53640;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53642;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53643;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53644;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53645;281;1=SI;CR;Lodgepole pine;NA
53646;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53647;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53648;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53649;221;1=SI;CR;Ponderosa pine;NA
53650;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53651;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53652;267;5=OS;CR;Grand fir;Old Forest Single Stratum (5)
53653;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53654;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53655;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53656;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53657;281;1=SI;CR;Lodgepole pine;NA
53658;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53660;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53661;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53663;267;5=OS;CR;Grand fir;Old Forest Single Stratum (5)
53664;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53665;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53666;261;3=UR;CR;White fir;Understory Reinitiation (3)
53667;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53668;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53670;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53672;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53673;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53674;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53675;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53676;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53677;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53678;265;2=SE;CR;Engelmann spruce;Stem Exclusion (2)
53679;221;1=SI;CR;Ponderosa pine;NA
53681;201;3=UR;CR;Douglas-fir;Understory Reinitiation (3)
53682;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53683;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53684;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53685;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53686;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53687;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53688;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53691;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53693;321;3=UR;CR;Western larch;Understory Reinitiation (3)
53694;267;6=OM;CR;Grand fir;Old Forest Multistrata (6)
53695;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53696;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53697;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53700;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53702;999;1=SI;CR;NA;NA
53703;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53704;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53705;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53706;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53707;261;2=SE;CR;White fir;Stem Exclusion (2)
53709;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53710;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53711;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53712;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53713;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53714;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53716;267;5=OS;CR;Grand fir;Old Forest Single Stratum (5)
53718;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53721;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
53722;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53723;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53724;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53725;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53726;221;4=YM;CR;Ponderosa pine;Young Forest Multistrata (4)
53727;281;2=SE;CR;Lodgepole pine;Stem Exclusion (2)
53728;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53729;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53730;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53732;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53734;201;3=UR;CR;Douglas-fir;Understory Reinitiation (3)
53735;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53739;281;1=SI;CR;Lodgepole pine;NA
53740;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53742;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53744;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53746;999;1=SI;CR;NA;NA
53752;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53753;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53755;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53756;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53761;182;1=SI;CR;Rocky Mountain juniper;NA
53762;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53763;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53764;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53765;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
53766;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53767;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53768;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53770;281;1=SI;CR;Lodgepole pine;NA
53772;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53773;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53774;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53776;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53777;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53778;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
53780;221;1=SI;CR;Ponderosa pine;NA
53781;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53783;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53785;221;1=SI;CR;Ponderosa pine;NA
53786;221;1=SI;CR;Ponderosa pine;NA
53787;201;3=UR;CR;Douglas-fir;Understory Reinitiation (3)
53788;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53789;281;1=SI;CR;Lodgepole pine;NA
53790;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53791;221;4=YM;CR;Ponderosa pine;Young Forest Multistrata (4)
53792;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53793;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53794;201;3=UR;CR;Douglas-fir;Understory Reinitiation (3)
53795;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53796;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53799;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53800;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53801;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53802;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53804;201;3=UR;CR;Douglas-fir;Understory Reinitiation (3)
53805;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53806;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53808;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53810;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53811;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53812;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53815;221;1=SI;CR;Ponderosa pine;NA
53816;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53817;281;1=SI;CR;Lodgepole pine;NA
53818;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53820;999;1=SI;CR;NA;NA
53821;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53823;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53824;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53828;221;1=SI;CR;Ponderosa pine;NA
53831;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53833;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
53834;267;3=UR;CR;Grand fir;Understory Reinitiation (3)
53836;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53837;267;6=OM;CR;Grand fir;Old Forest Multistrata (6)
53841;268;2=SE;CR;Subalpine fir;Stem Exclusion (2)
53843;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53844;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53846;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53847;266;2=SE;CR;Engelmann spruce / subalpine fir;Stem Exclusion (2)
53848;221;6=OM;CR;Ponderosa pine;Old Forest Multistrata (6)
53849;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53851;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53853;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53854;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53857;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53858;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53859;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
53860;201;3=UR;CR;Douglas-fir;Understory Reinitiation (3)
53861;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53862;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53863;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53866;201;5=OS;CR;Douglas-fir;Old Forest Single Stratum (5)
53867;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53868;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53869;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53871;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53872;201;2=SE;CR;Douglas-fir;Stem Exclusion (2)
53874;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53875;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53876;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53877;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53881;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53883;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53884;221;2=SE;CR;Ponderosa pine;Stem Exclusion (2)
53886;281;3=UR;CR;Lodgepole pine;Understory Reinitiation (3)
53889;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53890;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53891;281;6=OM;CR;Lodgepole pine;Old Forest Multistrata (6)
53892;267;2=SE;CR;Grand fir;Stem Exclusion (2)
53893;261;2=SE;CR;White fir;Stem Exclusion (2)
53894;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53896;221;3=UR;CR;Ponderosa pine;Understory Reinitiation (3)
53897;182;2=SE;CR;Rocky Mountain juniper;Stem Exclusion (2)
53898;221;5=OS;CR;Ponderosa pine;Old Forest Single Stratum (5)
